"","SHHADID","SPANEL","SSUID","SWAVE","PNUM","MONTHCODE","WPFINWGT","TAGE","EDUCATION","SEX","RACE","METRO_STATUS","EMPLOYMENT_TYPE","CLASS_OF_WORKER","TFTOTINC","ANY_RETIREMENT_ACCESS","PARTICIPATING","MATCHING","TJB1_JOBHRS1","TOTYEARINC","in_age_range","FULL_PART_TIME"
"23",11,2022,41820985222,1,101,12,7525.45341074614,19,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",1510,"No","No","No",30,18120,"yes","part time"
"24",11,2022,41820985222,1,102,12,7076.66675270162,21,"Some college","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2607,"Yes","No","No",40,31284,"yes","full time"
"25",11,2020,41822806020,3,101,12,7052.87942583076,49,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11379,"Yes","Yes","Yes",67,136548,"yes","full time"
"26",11,2020,41822806020,3,102,12,7052.87942583076,36,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11379,"Yes","Yes","Yes",54,136548,"yes","full time"
"27",11,2020,41822894420,3,101,12,4603.05141182694,80,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",11568,"No","No","No",40,138816,"no","full time"
"28",11,2022,41827614922,1,102,12,4679.42753418298,23,"High School or less","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2305,"No","No","No",35,27660,"yes","full time"
"29",11,2020,41829494620,3,101,12,14686.671289316,49,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10729,"No","No","No",40,128748,"yes","full time"
"30",11,2022,41829494622,1,102,12,5493.70843023913,32,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3911,"No","No","No",40,46932,"yes","full time"
"31",11,2020,41830331620,3,102,12,4904.41291929527,38,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4345,"Yes","Yes","Yes",40,52140,"yes","full time"
"32",11,2020,41830390520,3,101,12,8984.79658065884,59,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6401,"No","No","No",37,76812,"yes","full time"
"33",11,2022,41833419722,1,102,12,5558.24783754337,50,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9893,"Yes","Yes","Yes",40,118716,"yes","full time"
"34",11,2022,41833494422,1,101,12,3623.8394492961,40,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2260,"No","No","No",40,27120,"yes","full time"
"35",11,2020,41834213420,3,101,12,11915.3943263223,31,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3306,"Yes","Yes","Yes",40,39672,"yes","full time"
"36",11,2020,41834213420,3,102,12,8699.21463345831,36,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5476,"Yes","No","No",55,65712,"yes","full time"
"37",11,2020,41834246520,3,102,12,5812.96367878012,56,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",14872,"No","No","No",5,178464,"yes","part time"
"38",11,2020,41834277020,3,101,12,8424.20438817992,62,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",12149,"Yes","No","No",40,145788,"yes","full time"
"39",11,2022,41840620722,1,101,12,3378.99734615883,25,"Some college","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2586,"No","No","No",24,31032,"yes","part time"
"40",11,2020,41840656820,3,101,12,12122.8176143931,30,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4741,"Yes","Yes","Yes",40,56892,"yes","full time"
"41",11,2020,41840656820,3,102,12,12122.8176143931,33,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4741,"No","No","No",45,56892,"yes","full time"
"42",11,2022,41840666022,1,101,12,9804.35252068106,24,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",5327,"No","No","No",10,63924,"yes","part time"
"43",11,2022,41840666022,1,102,12,9804.35252068106,25,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5327,"No","No","No",50,63924,"yes","full time"
"44",11,2021,41840673021,2,101,12,9512.02486475459,59,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",11866,"No","No","No",40,142392,"yes","full time"
"45",11,2021,41840673021,2,102,12,9512.02486475459,53,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",11866,"Yes","Yes","Yes",67,142392,"yes","full time"
"46",22,2020,41840689820,3,103,12,10068.9671496316,28,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3847,"No","No","No",40,46164,"yes","full time"
"47",11,2022,41840863022,1,101,12,7418.13882692999,52,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",535,"No","No","No",4,6420,"yes","part time"
"48",11,2022,41840863022,1,102,12,8762.91927982581,46,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4345,"No","No","No",50,52140,"yes","full time"
"49",21,2020,41841879720,3,202,12,1591.29269541694,19,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4442,"No","No","No",24,53304,"yes","part time"
"50",11,2022,41841890522,1,102,12,6147.35265095367,51,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",269,"No","No","No",40,3228,"yes","full time"
"51",11,2022,41850045822,1,101,12,10781.9949856106,34,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6731,"No","No","No",20,80772,"yes","part time"
"52",11,2022,41850069222,1,101,12,9195.93047087976,27,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3824,"Yes","Yes","Yes",45,45888,"yes","full time"
"53",11,2022,41850084422,1,103,12,10683.9933740245,51,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5370,"Yes","Yes","Yes",40,64440,"yes","full time"
"54",11,2022,41850102922,1,101,12,5679.62046094914,40,"High School or less","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",10108,"Yes","Yes","Yes",45,121296,"yes","full time"
"55",11,2022,41850155322,1,102,12,3992.99578547843,34,"Some college","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",12026,"No","No","No",40,144312,"yes","full time"
"56",11,2021,41850165521,2,102,12,8882.32088513827,54,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3998,"No","No","No",40,47976,"yes","full time"
"57",11,2021,41853317421,2,101,12,5558.30215750683,28,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3259,"Yes","Yes","Yes",40,39108,"yes","full time"
"58",11,2021,41853361921,2,102,12,8065.45469991049,46,"Some college","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4658,"No","No","No",40,55896,"yes","full time"
"59",11,2022,41855507022,1,101,12,6661.22992618567,40,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6454,"No","No","No",30,77448,"yes","part time"
"60",11,2022,41855507022,1,102,12,6661.22992618567,43,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",6454,"Yes","Yes","Yes",40,77448,"yes","full time"
"61",31,2020,41858865520,3,102,12,9994.16777492591,32,"High School or less","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2173,"No","No","No",38,26076,"yes","full time"
"62",11,2022,41859736922,1,101,12,3425.73763174723,62,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",1825,"No","No","No",40,21900,"yes","full time"
"63",11,2022,41860602922,1,102,12,4867.61544095323,17,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3751,"No","No","No",15,45012,"no","part time"
"64",11,2022,41860655322,1,102,12,4940.6727171336,60,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9461,"No","No","No",40,113532,"yes","full time"
"65",11,2022,41863516222,1,101,12,7271.66984866537,35,"Bachelor's degree or higher","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, not-for-profit company",3876,"Yes","Yes","Yes",40,46512,"yes","full time"
"66",11,2022,41863543122,1,101,12,11625.9932144822,24,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3568,"No","No","No",45,42816,"yes","full time"
"67",11,2022,41863577322,1,101,12,10765.7083944642,57,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8787,"No","No","No",40,105444,"yes","full time"
"68",11,2021,41868825921,2,101,12,6791.25469968989,62,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",20951,"No","No","No",50,251412,"yes","full time"
"69",11,2021,41868825921,2,102,12,6791.25469968989,67,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",20951,"No","No","No",20,251412,"no","part time"
"70",11,2021,41868829421,2,101,12,6599.23648548634,61,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",31866,"Yes","Yes","No",50,382392,"yes","full time"
"71",11,2021,41868829421,2,102,12,6599.23648548634,59,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",31866,"Yes","No","No",40,382392,"yes","full time"
"72",11,2021,41868829421,2,103,12,8559.35964566615,29,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",31866,"Yes","Yes","Yes",40,382392,"yes","full time"
"73",11,2020,41868954520,3,101,12,8201.14311541322,59,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",19848,"Yes","Yes","Yes",45,238176,"yes","full time"
"74",11,2020,41868954520,3,103,12,10093.2512245886,24,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",19848,"Yes","Yes","No",24,238176,"yes","part time"
"75",11,2022,41868954522,1,102,12,7103.25251327289,40,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",11366,"Yes","Yes","Yes",45,136392,"yes","full time"
"76",11,2022,41868955322,1,102,12,5522.12766486893,37,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",927,"No","No","No",16,11124,"yes","part time"
"77",11,2021,41868968721,2,101,12,13474.6846764078,48,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6543,"No","No","No",40,78516,"yes","full time"
"78",11,2020,41868993320,3,101,12,6438.60213568217,62,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",1913,"No","No","No",40,22956,"yes","full time"
"79",11,2021,41868995021,2,101,12,8900.95521524198,46,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5590,"No","No","No",40,67080,"yes","full time"
"80",11,2021,41868995021,2,102,12,8900.95521524198,47,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5590,"No","No","No",55,67080,"yes","full time"
"81",11,2022,41868995022,1,101,12,5414.17601849992,33,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",8815,"Yes","Yes","Yes",50,105780,"yes","full time"
"82",11,2021,41875544921,2,101,12,12327.0003227887,34,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4338,"Yes","Yes","Yes",40,52056,"yes","full time"
"83",21,2020,41875616220,3,101,12,15897.316671152,31,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",4800,"Yes","Yes","No",40,57600,"yes","full time"
"84",11,2022,41875670522,1,101,12,8667.85491079366,48,"High School or less","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",3416,"No","No","No",40,40992,"yes","full time"
"85",11,2021,41875684421,2,102,12,7307.80999826466,38,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7229,"Yes","Yes","Yes",50,86748,"yes","full time"
"86",11,2022,41878354922,1,101,12,8704.52683103208,56,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3760,"Yes","Yes","Yes",40,45120,"yes","full time"
"87",11,2022,41878369222,1,101,12,6390.27713685908,62,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8256,"Yes","Yes","Yes",40,99072,"yes","full time"
"88",11,2022,41878393222,1,101,12,5438.27314426525,79,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3859,"No","No","No",46,46308,"no","full time"
"89",11,2022,41881643122,1,102,12,6904.93403896853,49,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9750,"No","No","No",30,117000,"yes","part time"
"90",11,2022,41881643122,1,103,12,8279.81416328558,16,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9750,"No","No","No",20,117000,"no","part time"
"91",11,2020,41881654920,3,102,12,11149.8293873452,32,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8716,"Yes","Yes","Yes",36,104592,"yes","full time"
"92",11,2022,41882851622,1,101,12,4157.31289780168,52,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9185,"No","No","No",36,110220,"yes","full time"
"93",11,2022,41882851622,1,102,12,4157.31289780168,48,"High School or less","Male","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9185,"No","No","No",40,110220,"yes","full time"
"94",11,2022,41884719622,1,102,12,6911.69356970141,49,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",7641,"Yes","No","No",15,91692,"yes","part time"
"95",11,2020,41884743120,3,101,12,9253.3650558852,33,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",16914,"Yes","Yes","Yes",50,202968,"yes","full time"
"96",11,2020,41884743120,3,301,12,12549.0457899349,24,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",16914,"Yes","Yes","Yes",40,202968,"yes","full time"
"97",11,2022,41884745822,1,102,12,10490.419258534,44,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8835,"Yes","Yes","Yes",45,106020,"yes","full time"
"98",11,2022,41884745822,1,103,12,8904.12481588025,19,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8835,"No","No","No",30,106020,"yes","part time"
"99",11,2022,41884745822,1,107,12,5948.14443466451,58,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8835,"Yes","Yes","Yes",38,106020,"yes","full time"
"100",11,2021,41884754921,2,101,12,12347.0887151391,46,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4573,"Yes","Yes","Yes",40,54876,"yes","full time"
"101",11,2022,41884754922,1,101,12,9720.91786263359,39,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1411,"No","No","No",40,16932,"yes","full time"
"102",11,2022,41884769222,1,101,12,5679.5983174138,49,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5629,"Yes","Yes","Yes",50,67548,"yes","full time"
"103",11,2021,41884777221,2,201,12,5594.02019392389,24,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1912,"No","No","No",40,22944,"yes","full time"
"104",11,2021,41892506021,2,102,12,4832.71873223159,76,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3898,"No","No","No",40,46776,"no","full time"
"105",11,2021,41892506021,2,104,12,7008.46138000144,17,"High School or less","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",3898,"No","No","No",25,46776,"no","part time"
"106",11,2022,41892506022,1,102,12,4751.88583824783,47,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9261,"Yes","Yes","Yes",40,111132,"yes","full time"
"107",11,2020,41892514920,3,102,12,4611.47334587308,42,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3701,"No","No","No",40,44412,"yes","full time"
"108",11,2020,41892514920,3,103,12,4538.21516470068,21,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3701,"Yes","Yes","Yes",30,44412,"yes","part time"
"109",11,2022,41892525922,1,101,12,8121.77654143659,48,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6025,"Yes","Yes","Yes",45,72300,"yes","full time"
"110",11,2022,41892525922,1,102,12,7820.01655103162,41,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4001,"No","No","No",40,48012,"yes","full time"
"111",11,2022,41893244922,1,101,12,6176.5551459354,52,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6685,"Yes","Yes","No",40,80220,"yes","full time"
"112",11,2021,41894513821,2,103,12,9219.08326356814,30,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9005,"No","No","No",12,108060,"yes","part time"
"113",11,2020,41894542020,3,101,12,11718.1908702766,49,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10650,"Yes","Yes","Yes",40,127800,"yes","full time"
"114",11,2020,41894542020,3,102,12,15438.1087272691,21,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10650,"No","No","No",40,127800,"yes","full time"
"115",11,2021,41894577221,2,101,12,11779.8452852545,48,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4693,"Yes","Yes","Yes",40,56316,"yes","full time"
"116",11,2022,41894584422,1,101,12,7454.265016147,24,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5564,"Yes","Yes","Yes",55,66768,"yes","full time"
"117",11,2022,41896717422,1,101,12,6642.87657120846,60,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9441,"Yes","Yes","Yes",67,113292,"yes","full time"
"118",11,2022,41898216222,1,101,12,7906.74579569718,54,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5847,"Yes","Yes","Yes",56,70164,"yes","full time"
"119",11,2022,41898254922,1,101,12,11421.3674060091,43,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7803,"No","No","No",40,93636,"yes","full time"
"120",11,2022,41898254922,1,102,12,11421.3674060091,46,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7803,"No","No","No",40,93636,"yes","full time"
"121",11,2022,41898254922,1,103,12,9207.06843431463,21,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7803,"Yes","Yes","Yes",40,93636,"yes","full time"
"122",31,2020,41899519720,3,101,12,4222.09309197702,26,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",10830,"Yes","Yes","Yes",40,129960,"yes","full time"
"123",31,2020,41899519720,3,301,12,4222.09309197702,25,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",10830,"No","No","No",36,129960,"yes","full time"
"124",11,2021,41899529721,2,101,12,4537.74518952905,65,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6924,"No","No","No",40,83088,"yes","full time"
"125",11,2021,41899529721,2,102,12,4537.74518952905,37,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6924,"Yes","Yes","Yes",45,83088,"yes","full time"
"126",11,2022,41899550222,1,101,12,7995.96382828773,56,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6149,"No","No","No",10,73788,"yes","part time"
"127",11,2022,41899550222,1,102,12,7995.96382828773,63,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6149,"Yes","Yes","Yes",40,73788,"yes","full time"
"128",11,2021,41899580121,2,102,12,5179.90908472269,53,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",16732,"Yes","Yes","No",50,200784,"yes","full time"
"129",11,2022,56289229422,1,101,12,7092.08376259474,23,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",452,"No","No","No",8,5424,"yes","part time"
"130",11,2022,86005734822,1,101,12,4818.32132717911,60,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7512,"Yes","Yes","Yes",40,90144,"yes","full time"
"131",11,2022,86005758222,1,101,12,6128.11333223133,56,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",24433,"Yes","Yes","Yes",40,293196,"yes","full time"
"132",11,2020,86005779720,3,101,12,9276.94543392635,53,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4746,"No","No","No",40,56952,"yes","full time"
"133",11,2020,86005779720,3,102,12,6037.88472444924,37,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",1039,"No","No","No",40,12468,"yes","full time"
"134",11,2022,86005789822,1,102,12,5380.11425186355,49,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",46255,"No","No","No",8,555060,"yes","part time"
