"","SHHADID","SPANEL","SSUID","SWAVE","PNUM","MONTHCODE","WPFINWGT","TAGE","EDUCATION","SEX","RACE","METRO_STATUS","EMPLOYMENT_TYPE","CLASS_OF_WORKER","TFTOTINC","ANY_RETIREMENT_ACCESS","PARTICIPATING","MATCHING","TJB1_JOBHRS1","TOTYEARINC","in_age_range","FULL_PART_TIME"
"12","011",2023,"00041809263023",1,101,12,6268.36004844321,24,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",13835,"No","No","No",40,166020,"yes","full time"
"13","011",2022,"00041810124322",2,101,12,5427.61531043929,63,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",2979,"No","No","No",30,35748,"yes","part time"
"14","011",2023,"00041810124323",1,102,12,2560.64795987605,54,"High School or less","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",3737,"No","No","No",40,44844,"yes","full time"
"15","011",2023,"00041810138923",1,101,12,2446.99434542317,61,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",1052,"No","No","No",40,12624,"yes","full time"
"16","011",2022,"00041810149422",2,101,12,7988.82048518875,31,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1049,"No","No","No",21,12588,"yes","part time"
"17","011",2023,"00041811460223",1,101,12,3586.03559846549,63,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7016,"Yes","Yes","No",40,84192,"yes","full time"
"18","011",2021,"00041813614921",3,101,12,6129.42344987692,35,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13194,"Yes","Yes","Yes",6,158328,"yes","part time"
"19","011",2023,"00041817203523",1,102,12,3716.48610045155,36,"High School or less","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",16545,"No","No","No",50,198540,"yes","full time"
"20","011",2023,"00041817237323",1,101,12,2277.24655157275,64,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7343,"Yes","Yes","Yes",40,88116,"yes","full time"
"21","011",2023,"00041817237323",1,102,12,2277.24655157275,59,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7343,"Yes","Yes","Yes",40,88116,"yes","full time"
"22","011",2023,"00041817276523",1,101,12,3106.48134136475,40,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",18634,"Yes","Yes","Yes",40,223608,"yes","full time"
"23","011",2023,"00041817276523",1,102,12,3106.48134136475,42,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",18634,"Yes","Yes","Yes",40,223608,"yes","full time"
"24","011",2021,"00041817288721",3,102,12,12448.6270771441,47,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",10059,"Yes","Yes","No",50,120708,"yes","full time"
"25","011",2023,"00041817288723",1,103,12,3995.67443078079,19,"High School or less","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",21378,"No","No","No",50,256536,"yes","full time"
"26","011",2022,"00041819923322",2,101,12,9507.08587092106,44,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",23567,"Yes","Yes","Yes",40,282804,"yes","full time"
"27","011",2022,"00041819923322",2,102,12,9507.08587092106,41,"Bachelor's degree or higher","Female","Asian","Nonmetropolitan area","Employer","Employee of a private, for-profit company",23567,"Yes","Yes","Yes",40,282804,"yes","full time"
"28","041",2020,"00041819936020",4,101,12,8439.17397187749,46,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",23735,"No","No","No",44,284820,"yes","full time"
"29","041",2020,"00041819936020",4,401,12,4254.93060505966,62,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",23735,"Yes","Yes","Yes",50,284820,"yes","full time"
"30","011",2022,"00041819936022",2,101,12,11869.1670233833,38,"Bachelor's degree or higher","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",8904,"No","No","No",45,106848,"yes","full time"
"31","011",2023,"00041819975323",1,101,12,1794.01920450083,54,"High School or less","Male","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",14961,"No","No","No",38,179532,"yes","full time"
"32","011",2023,"00041819975323",1,102,12,1794.01920450083,40,"High School or less","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",14961,"No","No","No",40,179532,"yes","full time"
"33","011",2023,"00041819975323",1,103,12,1922.5116591626,18,"High School or less","Male","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",14961,"No","No","No",50,179532,"yes","full time"
"34","011",2023,"00041819975323",1,106,12,2294.82608582839,18,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",14961,"No","No","No",50,179532,"yes","full time"
"35","011",2023,"00041819975523",1,102,12,5178.37476590603,46,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4420,"No","No","No",40,53040,"yes","full time"
"36","011",2021,"00041820451621",3,101,12,9441.69261059555,40,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",10031,"Yes","Yes","No",40,120372,"yes","full time"
"37","011",2020,"00041820931620",4,101,12,10267.0994227503,39,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5958,"No","No","No",55,71496,"yes","full time"
"38","011",2023,"00041820931623",1,101,12,4102.92260931493,44,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",19326,"Yes","Yes","Yes",40,231912,"yes","full time"
"39","011",2021,"00041820990521",3,101,12,4167.24825899973,60,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",8364,"No","No","No",40,100368,"yes","full time"
"40","011",2020,"00041822806020",4,101,12,10482.3838709335,50,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",19803,"No","No","No",40,237636,"yes","full time"
"41","011",2020,"00041822806020",4,102,12,10482.3838709335,37,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",19803,"Yes","Yes","Yes",36,237636,"yes","full time"
"42","011",2023,"00041822814923",1,101,12,7431.77468716655,51,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3103,"No","No","No",40,37236,"yes","full time"
"43","011",2023,"00041822814923",1,103,12,9602.86030104478,20,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3103,"No","No","No",29,37236,"yes","part time"
"44","011",2022,"00041827614922",2,102,12,7273.75131130341,24,"Some college","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2469,"No","No","No",28,29628,"yes","part time"
"45","011",2022,"00041827663022",2,101,12,5648.94835037957,25,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",1757,"No","No","No",24,21084,"yes","part time"
"46","011",2023,"00041827666023",1,101,12,2562.2921678953,33,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5454,"No","No","No",40,65448,"yes","full time"
"47","011",2020,"00041829494620",4,101,12,15239.8540354459,50,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11426,"No","No","No",40,137112,"yes","full time"
"48","041",2020,"00041829494620",4,103,12,12639.4950322641,19,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",1617,"No","No","No",40,19404,"yes","full time"
"49","011",2023,"00041830328323",1,101,12,4150.21121652585,40,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",42073,"No","No","No",40,504876,"yes","full time"
"50","011",2020,"00041830331620",4,102,12,4240.40464975525,39,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6127,"Yes","Yes","Yes",40,73524,"yes","full time"
"51","011",2021,"00041833425921",3,101,12,7604.93361130321,39,"High School or less","Female","Hispanic","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7091,"No","No","No",40,85092,"yes","full time"
"52","011",2021,"00041833425921",3,102,12,7604.93361130321,53,"High School or less","Male","Hispanic","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7091,"No","No","No",50,85092,"yes","full time"
"53","011",2023,"00041833466023",1,101,12,3938.25241702064,58,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",10459,"Yes","Yes","Yes",40,125508,"yes","full time"
"54","011",2020,"00041834213420",4,101,12,10704.1400035332,32,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9894,"No","No","No",40,118728,"yes","full time"
"55","011",2020,"00041834213420",4,102,12,10704.1400035332,37,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9894,"Yes","Yes","Yes",55,118728,"yes","full time"
"56","011",2020,"00041834246520",4,102,12,5887.12872157755,57,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8419,"No","No","No",5,101028,"yes","part time"
"57","011",2023,"00041834277023",1,101,12,3050.21294773014,46,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",9631,"No","No","No",40,115572,"yes","full time"
"58","011",2023,"00041834277023",1,103,12,3913.67209087752,19,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",9631,"No","No","No",20,115572,"yes","part time"
"59","011",2023,"00041840606023",1,102,12,2399.57589738671,49,"Some college","Male","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5806,"No","No","No",25,69672,"yes","part time"
"60","011",2023,"00041840606023",1,103,12,2370.03330332038,19,"High School or less","Male","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5806,"No","No","No",33,69672,"yes","part time"
"61","011",2022,"00041840620722",2,101,12,5286.71007060094,26,"Some college","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2585,"No","No","No",36,31020,"yes","full time"
"62","011",2021,"00041840666021",3,101,12,6188.83392613753,52,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9224,"Yes","Yes","Yes",40,110688,"yes","full time"
"63","011",2021,"00041840673021",3,102,12,7874.16397149176,54,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",12611,"Yes","Yes","Yes",66,151332,"yes","full time"
"64","022",2020,"00041840689820",4,201,12,10558.5839194998,30,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4634,"Yes","No","No",45,55608,"yes","full time"
"65","011",2023,"00041841536923",1,101,12,3584.41762922866,38,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4293,"Yes","Yes","Yes",40,51516,"yes","full time"
"66","011",2021,"00041841885221",3,101,12,5117.03488192838,20,"High School or less","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",4243,"No","No","No",40,50916,"yes","full time"
"67","011",2023,"00041847236923",1,102,12,2804.08166899389,64,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",19401,"No","No","No",66,232812,"yes","full time"
"68","011",2022,"00041850084422",2,103,12,12800.94852074,52,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6259,"No","No","No",40,75108,"yes","full time"
"69","011",2021,"00041850165521",3,101,12,5131.41947101168,52,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6970,"No","No","No",40,83640,"yes","full time"
"70","011",2021,"00041850165521",3,102,12,5131.41947101168,55,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6970,"No","No","No",40,83640,"yes","full time"
"71","011",2021,"00041850165521",3,301,12,4885.23814200961,33,"Some college","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",6970,"No","No","No",40,83640,"yes","full time"
"72","011",2021,"00041853317421",3,101,12,5191.21559827836,28,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3163,"Yes","Yes","Yes",40,37956,"yes","full time"
"73","011",2021,"00041853361921",3,102,12,7054.8024694669,47,"Some college","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2925,"No","No","No",45,35100,"yes","full time"
"74","011",2023,"00041853393323",1,101,12,2721.53980763015,54,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9091,"No","No","No",40,109092,"yes","full time"
"75","011",2023,"00041853393323",1,102,12,2060.94083347781,32,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9091,"No","No","No",40,109092,"yes","full time"
"76","011",2022,"00041855507022",2,101,12,9191.02913773361,41,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9592,"Yes","Yes","Yes",30,115104,"yes","part time"
"77","011",2022,"00041855507022",2,102,12,9191.02913773361,44,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",9592,"Yes","Yes","Yes",40,115104,"yes","full time"
"78","011",2021,"00041868825921",3,101,12,5501.32057635433,63,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10070,"Yes","Yes","Yes",45,120840,"yes","full time"
"79","011",2021,"00041868829421",3,101,12,5068.91210830173,62,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",29820,"Yes","Yes","Yes",45,357840,"yes","full time"
"80","011",2021,"00041868829421",3,102,12,5068.91210830173,60,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",29820,"Yes","Yes","Yes",40,357840,"yes","full time"
"81","011",2023,"00041868936023",1,102,12,4618.90239358835,45,"Some college","Female","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",12032,"No","No","No",25,144384,"yes","part time"
"82","011",2020,"00041868954520",4,101,12,9589.95785752369,60,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",17384,"Yes","Yes","Yes",45,208608,"yes","full time"
"83","041",2020,"00041868954520",4,103,12,13053.9370956159,25,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5932,"Yes","Yes","Yes",24,71184,"yes","part time"
"84","011",2022,"00041868954522",2,102,12,6937.41375994975,42,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",35374,"Yes","Yes","Yes",45,424488,"yes","full time"
"85","031",2021,"00041868993321",3,102,12,5800.48054966893,25,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12063,"Yes","Yes","Yes",40,144756,"yes","full time"
"86","011",2021,"00041868995021",3,101,12,13952.9270376032,46,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7577,"No","No","No",30,90924,"yes","part time"
"87","011",2021,"00041868995021",3,102,12,13952.9270376032,48,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7577,"No","No","No",55,90924,"yes","full time"
"88","011",2021,"00041868995021",3,103,12,12416.170667687,28,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7577,"No","No","No",36,90924,"yes","full time"
"89","011",2022,"00041868995022",2,101,12,5542.52279728803,34,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",11923,"Yes","Yes","Yes",50,143076,"yes","full time"
"90","011",2021,"00041875544921",3,101,12,11803.5375051349,35,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5007,"Yes","Yes","Yes",40,60084,"yes","full time"
"91","011",2023,"00041875645823",1,102,12,8097.32788903362,52,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4541,"Yes","Yes","Yes",40,54492,"yes","full time"
"92","011",2022,"00041878354922",2,101,12,11491.4669061029,57,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7039,"Yes","Yes","Yes",40,84468,"yes","full time"
"93","011",2021,"00041878384421",3,301,12,9028.82733331605,37,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6825,"No","No","No",50,81900,"yes","full time"
"94","011",2020,"00041881654920",4,102,12,15195.9112894333,33,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9861,"Yes","Yes","Yes",36,118332,"yes","full time"
"95","011",2021,"00041884754921",3,101,12,10574.3776811983,47,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7052,"Yes","Yes","Yes",40,84624,"yes","full time"
"96","011",2022,"00041884754922",2,101,12,17603.2233774795,40,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3315,"No","No","No",20,39780,"yes","part time"
"97","011",2022,"00041884754922",2,102,12,17603.2233774795,41,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3315,"No","No","No",40,39780,"yes","full time"
"98","011",2023,"00041884755423",1,101,12,3596.64182150114,33,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5946,"No","No","No",40,71352,"yes","full time"
"99","011",2022,"00041892506022",2,102,12,5634.04677035338,48,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7000,"Yes","No","No",40,84000,"yes","full time"
"100","011",2020,"00041892514920",4,102,12,5593.64854577817,43,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3980,"No","No","No",40,47760,"yes","full time"
"101","011",2020,"00041892514920",4,103,12,6290.43421535051,22,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3980,"No","No","No",20,47760,"yes","part time"
"102","011",2022,"00041892525922",2,101,12,11284.0954052323,49,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6684,"Yes","Yes","Yes",45,80208,"yes","full time"
"103","011",2022,"00041892525922",2,102,12,10620.9784139767,42,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5014,"No","No","No",40,60168,"yes","full time"
"104","011",2023,"00041892525923",1,101,12,4164.14324838413,45,"Bachelor's degree or higher","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",6687,"Yes","Yes","Yes",40,80244,"yes","full time"
"105","011",2022,"00041893244922",2,101,12,6226.17514940945,52,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4401,"Yes","Yes","No",40,52812,"yes","full time"
"106","011",2023,"00041893290323",1,102,12,2277.59303812915,34,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",9710,"Yes","Yes","Yes",50,116520,"yes","full time"
"107","011",2020,"00041894542020",4,101,12,9617.79423356734,50,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6716,"Yes","Yes","Yes",40,80592,"yes","full time"
"108","011",2020,"00041894542020",4,102,12,20386.1460713414,22,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6716,"No","No","No",40,80592,"yes","full time"
"109","011",2022,"00041896717422",2,101,12,5807.03777910803,60,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",20732,"Yes","Yes","Yes",66,248784,"yes","full time"
"110","041",2020,"00041898838920",4,401,12,0,49,"High School or less","Male","Non-Hispanic White",NA,"Employer","Employee of a private, for-profit company",1935,"No","No","No",40,23220,"yes","full time"
"111","041",2020,"00041898838920",4,402,12,0,30,"High School or less","Female","Non-Hispanic White",NA,"Employer","Employee of a private, for-profit company",1703,"No","No","No",40,20436,"yes","full time"
"112","031",2020,"00041899519720",4,301,12,3964.42131375113,26,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",11412,"Yes","Yes","Yes",36,136944,"yes","full time"
"113","011",2021,"00041899529721",3,102,12,7242.75748599224,38,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5229,"Yes","Yes","Yes",40,62748,"yes","full time"
"114","011",2023,"00041899547723",1,101,12,2571.24415240154,60,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",3068,"Yes","Yes","Yes",40,36816,"yes","full time"
"115","011",2021,"00041899580121",3,102,12,4330.61216694467,54,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",15065,"No","No","No",50,180780,"yes","full time"
"116","011",2023,"00056234102323",1,101,12,6725.358418501,21,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",1914,"No","No","No",5,22968,"yes","part time"
"117","011",2022,"00056289229422",2,101,12,11464.1862196096,24,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",452,"No","No","No",8,5424,"yes","part time"
"118","011",2023,"00086003728423",1,101,12,1851.32000279937,56,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",3600,"Yes","Yes","Yes",40,43200,"yes","full time"
"119","011",2023,"00086004955423",1,101,12,4977.19617169466,41,"High School or less","Male","Hispanic","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6518,"No","No","No",40,78216,"yes","full time"
"120","011",2023,"00086004955423",1,102,12,4977.19617169466,35,"High School or less","Female","Hispanic","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6518,"No","No","No",40,78216,"yes","full time"
"121","011",2023,"00086004958423",1,101,12,3073.39164073749,50,"Some college","Female","Hispanic","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",7318,"Yes","Yes","Yes",40,87816,"yes","full time"
"122","011",2023,"00086004958423",1,102,12,7119.75903171192,28,"Bachelor's degree or higher","Male","Hispanic","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7318,"No","No","No",40,87816,"yes","full time"
"123","011",2022,"00086005734822",2,101,12,6116.44147336404,61,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7917,"Yes","Yes","Yes",40,95004,"yes","full time"
"124","011",2022,"00086005734822",2,102,12,6116.44147336404,40,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7917,"Yes","Yes","Yes",40,95004,"yes","full time"
"125","011",2023,"00086005756623",1,101,12,6038.81751389069,25,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6887,"No","No","No",32,82644,"yes","part time"
"126","011",2023,"00086005756623",1,102,12,6719.60109511917,26,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7387,"Yes","Yes","No",40,88644,"yes","full time"
"127","011",2022,"00086005758222",2,101,12,2792.79730223797,57,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",26203,"Yes","Yes","Yes",40,314436,"yes","full time"
"128","011",2022,"00086005758222",2,201,12,4494.03456536571,23,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",26203,"No","No","No",15,314436,"yes","part time"
"129","011",2021,"00086005769521",3,103,12,9597.60146193989,23,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7340,"Yes","Yes","Yes",42,88080,"yes","full time"
"130","011",2020,"00086005779720",4,101,12,8651.26139747074,53,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5697,"No","No","No",38,68364,"yes","full time"
"131","011",2022,"00086005789822",2,102,12,4254.98206545052,51,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",23394,"Yes","No","No",8,280728,"yes","part time"
